Writer	Rate	Date	Contents
Wyatt Cavanaugh	5	November 11, 2020	Has been good so far
Nezha	5	November 11, 2020	Nice game
Coolio	5	November 11, 2020	Fun
louis rood jhon junior	5	November 11, 2020	So far it's been a pretty good game
Michael Ramirez	4	November 11, 2020	Interesting game, I ws gonna uninstall if I didn't like it but i gave it a chance and it's not bad at all.
shao	1	November 11, 2020	the game doesnt work on emulator
Pedro Fregoso	5	November 11, 2020	It's pretty nice. Great graphics too. I'd recommend it.
Terra Chere	5	November 11, 2020	Fun
manuel andrade	5	November 11, 2020	good game i loveD
Alex Chu	5	November 11, 2020	Double ssr first 10 summon Awesome
Eric McCoin	5	November 11, 2020	Really damn good game love it
Joules Lyonheart	5	November 11, 2020	Great game so far. Very nice looking with amazing Fx and character animations looking forward to playing more
Cody Perratore	1	November 11, 2020	"a pay to win with 2% SSR rate that is another heavily cliche game, where known characters in literature or history are supposed to be ""unique"" characters somehow coming together. Majority of bonuses are reliant on paid packages (4/9 events), little given despite pre-registration. Combat system is also basic turn-based relying on elements giving advantage/disadvantage so nothing original here either, though graphics are beautiful. Very unoriginal and basic, with a lot of p2w, what a waste"
Experiment.	1	November 11, 2020	This would easily be a 4/5 star game if it weren't for the timed events. Here in Europe, the Joint Task force starts at 3am everyday, which gives good and much needed rewards. Sorry but I'm not waking up at 3am everyday to do an event. Either open servers that are suitable for Europeans time zone, or stay at 1 star.
Allan Trojan	2	November 11, 2020	Writing my review again, since it disappeared somehow... Same as other people pointed out, the gatcha system is my problem also, having some summons behind a paywall is bad, and copying pasting the same message here to calm players down is even worse... I usually spend money on games who I believe are fare and fun, but this is not the case. Very disappointed.
jeramy clay	1	November 11, 2020	You guys going to get these glitches fixed cuz this is what's going to happen to games when they don't work on tablets
Neko Senpai	5	November 11, 2020	Amazing graphics
Scott Doyle	5	November 11, 2020	Seems like a good start to a new game. Characters are designed wel, English translations are correct, combo system employs multiple hero animations, and the story is interesting thus far.
Mechanomics	1	November 11, 2020	As others have said, top tier units are locked behind a paywall. There is a split up of free and paid currency. This's a terrible model and events where you have to put in a lot of time for little paid currency doesn't change that.
Christian Murphy	5	November 11, 2020	"Funny way to ask for a review... ""Help us stem the darktide."""
Johnnie Guy	5	November 11, 2020	I love the art!
evildom scarbro2	5	November 11, 2020	I like it
Johnny	4	November 11, 2020	Its good so far.
Chris Cag	3	November 11, 2020	I'll see how it goes but so far so good
Dusk	1	November 11, 2020	Worst game of 2020 doesn't even feel friendly
Huu Nguyen	5	November 11, 2020	Love the hero design. Graphic is superbly made. A+
Daniel Stafford	4	November 11, 2020	Give it a shot if you like these kinds of games
Quil Valentine	5	November 11, 2020	"So far the game looks pretty good. There is a split currency for banners but all of the units on the rate up banners are available to summon in the ""free"" regular banner as well. As long as f2p have a chance to get them I don't see an issue. Graphics are nice, and the characters are generally pretty cool looking. Also combat is turn based, which I love."
Luis Conde	5	November 11, 2020	Great story to follow
Pyukumuku	5	November 11, 2020	Looks good!
King Daryl Asura God	5	November 11, 2020	Just started and I'm enjoying it
happy Kittycat	5	November 11, 2020	Relly fun game
Shawn Brophy	5	November 11, 2020	Great
Scott Veenstra	5	November 11, 2020	Great game, lots of fun
ChickenNuggie	1	November 11, 2020	Pretty much made for a quick cash grab from what I can see up to now.
adrian bajbakow	1	November 11, 2020	Another paid Asian garbage. Game was just released yrt there's no free banner. All are paid 1/100
Jerry Hansen	5	November 11, 2020	Great Game highly recomend.
William Medina	1	November 11, 2020	Are there only three characters in game? I mean I re rolled in 5 different accounts and in the two servers for each a total of 10 accounts and they only gave gabriel, Michael and valkyrie no changes no other SSRI character,you're kidding me right! Not gonna play this version
Alex Lightner	5	November 11, 2020	Love it
_x•Toast•x_	5	November 11, 2020	This is now one of my favorite RPG games It has amazing graphics amazing gameplay and it is really fun and exciting ❤️
Eagle Attacks	1	November 11, 2020	I had high hopes for this game. I saw it was from the devs who made Langrisser, and hoped they learned from the awful launch that, that game had but they launch at low drop rates, time-gated modes, paywalled rate-up banners and QoL behind a monthly subscription that feels like the QoL should have been in the game by default. Why is this team just plagued with terrible launches, guys I WANNA play your games but you're going out of your way to just cripple your game and I will be uninstallling.
Cody York	5	November 11, 2020	So far so good graphics are good gameplay aint bad tutorial isn't too long
Paranoid Panada	5	November 11, 2020	For the impatient people who don't know what starts Nov 10 means and what a pre- download is for
Xin Ordinary	3	November 11, 2020	The game is exceptional but does needs to improve the gameplay , it seems the skill animation has very little effort worked on it and the banners have a paywall which is weird but anything the game is okay
Chrono Arcadia	5	November 11, 2020	Its actually fun!
Fred	5	November 11, 2020	Minor bugs at launch but they quickly fixed it! Great graphics short load times and good story.
Jonathan Shelley	5	November 11, 2020	Good game
Leo Li	1	November 11, 2020	Paywall game. Not gonna progress unless u cough up some money. Monthly card does not give premium summon. So ftp is just gonna be fodder.
Nathan Payne	3	November 11, 2020	Just started, so far it's good
Ugly Casanova	3	November 11, 2020	So after a couple hours it is yet another gacha with nothing new. No pity pulls for SSR a 2% on TOP of paid vs free currency is a good way to lose players fast. No language specific chat so enjoy the thousands of messages in spanish and portuguese!! Characters are cool to see the takes on all people of mythos and fairy tales. Just not seeing enough here too make it stand out, plus no pity pulls AND premium currency... will not end well once the whales get bored. RiP a good game killed by greed.
Shane Ayule	5	November 11, 2020	Fun, exciting, different. Very enjoyable and so far loving it
Eric Jacobson	4	November 11, 2020	Fun
JESTONI PASCUAL	5	November 11, 2020	Amazing graphics decent game play
Terrence Elbert	5	November 11, 2020	Fun
Ray Matthews	1	November 11, 2020	Updated Review: The game plays it self. Any game you can auto play all the way through, is garbage. I need control, diversity; give options. I deleted the game from my phone. But you may like it. 💯
J Rod	5	November 11, 2020	We will see
Lance Knight	4	November 11, 2020	So far so good it is leaning towards pay 2 win tho an the pre registration awards was very bad as it did not get you ready anything in the game at all the battles are turn based which is great an also the story so far is engaging they really should have giving up better rewards so per registration it runs smoothly no glitches an freezing so far I hope they fix the poor rewards they gave us but over all it's a game worth playing an seeing how u like it.
Dragon Gomez	4	November 11, 2020	Good graphics and an intriguing story. There is good humor in the dialogue, and the way characters are designed is something I personally enjoy.
Dakota Gettier	4	November 11, 2020	Good so far
Jeremiah Hernandez	5	November 11, 2020	Very great game
smashy kid	5	November 11, 2020	Good game
人風	4	November 11, 2020	Seems similar to other games so far. Also looks kinda p2win
Ricky Hall	5	November 11, 2020	Great job... ❤️💜💔💘♥️💗💖💖💞💓💕🌟⭐✨🧚🧜🧞🚵🕺🦹💯💯💯💃💃💃🦸🦸💟💜💜💜
Coty Morris	4	November 11, 2020	Love the game wish it had more fan service but I do think the genesis tarot cards should be easier to come by specially on the over sea version way to hard makes it so hard to summon in these timed events
Lokesh Korabu	5	November 11, 2020	Great game, don't consider negative reviews, u will get all heroes eventually and also growing them needs time, so this is not a fast finishing game Anyway wish more and more players come
